date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:44	23060/23060	---M-Z	200	added ('OK')	text/html	etag:W/%2266b9a088-5a14%22	https://themewagon.github.io/stocker/FAQ.html	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/FAQ.html	(from https://themewagon.github.io/stocker/index.html)
11:00:45	16140/16140	---M-Z	200	added ('OK')	text/html	etag:W/%2266b9a088-3f0c%22	https://themewagon.github.io/stocker/404.html	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/404.html	(from https://themewagon.github.io/stocker/index.html)
11:00:45	23265/23265	---M-Z	200	added ('OK')	text/html	etag:W/%2266b9a088-5ae1%22	https://themewagon.github.io/stocker/contact.html	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/contact.html	(from https://themewagon.github.io/stocker/index.html)
11:00:45	75656/75656	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-12788%22	https://themewagon.github.io/stocker/img/carousel-1.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/carousel-1.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:46	87395/87395	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-15563%22	https://themewagon.github.io/stocker/img/carousel-2.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/carousel-2.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:46	52192/52192	---M--	200	added ('OK')	image/png	etag:%2266b9a088-cbe0%22	https://themewagon.github.io/stocker/img/about-2.png	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/about-2.png	(from https://themewagon.github.io/stocker/index.html)
11:00:46	17934/17934	---M--	200	added ('OK')	image/png	etag:%2266b9a088-460e%22	https://themewagon.github.io/stocker/img/about-3.png	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/about-3.png	(from https://themewagon.github.io/stocker/index.html)
11:00:46	12033/12033	---M--	200	added ('OK')	image/png	etag:%2266b9a088-2f01%22	https://themewagon.github.io/stocker/img/about-4.png	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/about-4.png	(from https://themewagon.github.io/stocker/index.html)
11:00:47	9153/9153	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-23c1%22	https://themewagon.github.io/stocker/img/about-5.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/about-5.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:47	15028/15028	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-3ab4%22	https://themewagon.github.io/stocker/img/service-1.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-1.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:47	14871/14871	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-3a17%22	https://themewagon.github.io/stocker/img/service-2.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-2.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:47	11736/11736	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-2dd8%22	https://themewagon.github.io/stocker/img/service-3.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-3.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:47	12165/12165	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-2f85%22	https://themewagon.github.io/stocker/img/service-4.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-4.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:48	10237/10237	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-27fd%22	https://themewagon.github.io/stocker/img/service-5.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-5.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:48	16439/16439	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-4037%22	https://themewagon.github.io/stocker/img/service-6.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/service-6.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:48	20851/20851	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-5173%22	https://themewagon.github.io/stocker/img/offer-1.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/offer-1.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:48	18546/18546	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-4872%22	https://themewagon.github.io/stocker/img/offer-2.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/offer-2.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:49	14776/14776	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-39b8%22	https://themewagon.github.io/stocker/img/offer-3.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/offer-3.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:49	23934/23934	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-5d7e%22	https://themewagon.github.io/stocker/img/offer-4.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/offer-4.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:49	2283/2283	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-8eb%22	https://themewagon.github.io/stocker/img/testimonial-1.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/testimonial-1.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:50	2636/2636	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-a4c%22	https://themewagon.github.io/stocker/img/testimonial-2.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/testimonial-2.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:50	2616/2616	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-a38%22	https://themewagon.github.io/stocker/img/testimonial-3.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/testimonial-3.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:50	9716/9716	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-25f4%22	https://themewagon.github.io/stocker/img/team-1.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/team-1.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:50	7020/7020	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-1b6c%22	https://themewagon.github.io/stocker/img/team-2.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/team-2.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:50	9050/9050	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-235a%22	https://themewagon.github.io/stocker/img/team-3.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/team-3.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:51	5511/5511	---M--	200	added ('OK')	image/jpeg	etag:%2266b9a088-1587%22	https://themewagon.github.io/stocker/img/team-4.jpg	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/img/team-4.jpg	(from https://themewagon.github.io/stocker/index.html)
11:00:51	89795/89795	---M--	200	added ('OK')	text/javascript	date:Tue,%2004%20Apr%202023%2003:27:01%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	C:/POLINEMA/Project%20RPL/ajax.googleapis.com/ajax/libs/jquery/3.6.4/jquery.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:52	79665/79665	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/POLINEMA/Project%20RPL/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:52	8159/8159	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-1fdf%22	https://themewagon.github.io/stocker/lib/wow/wow.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/wow/wow.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:52	2303/2303	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-8ff%22	https://themewagon.github.io/stocker/lib/easing/easing.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/easing/easing.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:52	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-2344%22	https://themewagon.github.io/stocker/lib/waypoints/waypoints.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/waypoints/waypoints.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:53	2406/2406	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-966%22	https://themewagon.github.io/stocker/lib/counterup/counterup.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/counterup/counterup.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:53	9754/9754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-261a%22	https://themewagon.github.io/stocker/lib/lightbox/js/lightbox.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/lightbox/js/lightbox.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:53	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-a70e%22	https://themewagon.github.io/stocker/lib/owlcarousel/owl.carousel.min.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/owlcarousel/owl.carousel.min.js	(from https://themewagon.github.io/stocker/index.html)
11:00:53	3013/3013	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266b9a088-bc5%22	https://themewagon.github.io/stocker/js/main.js	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/js/main.js	(from https://themewagon.github.io/stocker/index.html)
11:00:54	85120/85120	---M--	200	added ('OK')	font/woff2	etag:W/%2214c80-7RZ9M14uDLAKgvLXNn8Fy01lV88%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff2?231ce25e89ab5804f9a6c427b8d325c9	C:/POLINEMA/Project%20RPL/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
11:00:54	113532/113532	---M--	200	added ('OK')	font/woff	etag:W/%221bb7c-47yt78jTFi+euyu4fJGbVQNZ9TA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-icons.woff?231ce25e89ab5804f9a6c427b8d325c9	C:/POLINEMA/Project%20RPL/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/fonts/bootstrap-iconsfb95.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
11:00:55	8476/8476	---M--	200	added ('OK')	image/gif	etag:%2266b9a088-211c%22	https://themewagon.github.io/stocker/lib/lightbox/images/loading.gif	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/lightbox/images/loading.gif	(from https://themewagon.github.io/stocker/lib/lightbox/css/lightbox.min.css)
11:00:55	4976/4976	---M--	200	added ('OK')	image/png	etag:%2266b9a088-1370%22	https://themewagon.github.io/stocker/lib/owlcarousel/assets/owl.video.play.png	C:/POLINEMA/Project%20RPL/themewagon.github.io/stocker/lib/owlcarousel/assets/owl.video.play.png	(from https://themewagon.github.io/stocker/lib/owlcarousel/assets/owl.carousel.min.css)
11:00:56	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
